const_parse	dep_parse	ner	sentence	sentenceid	storyid	storytitle
"(ROOT
  (S
    (PP (IN After)
      (S
        (VP (VBG eating))))
    (, ,)
    (NP (DT the) (NNS ladies))
    (VP (VBD went)
      (ADVP (RB back))
      (PP (TO to)
        (NP
          (NP (NNP Ellen) (POS 's))
          (NN house)
          (S
            (VP (TO to)
              (VP (VB have)
                (NP (NN fun))))))))
    (. .)))"	"After	IN	2	mark
eating	VBG	6	advcl
,	,	6	punct
the	DT	5	det
ladies	NNS	6	nsubj
went	VBD	0	ROOT
back	RB	6	advmod
to	TO	11	case
Ellen	NNP	11	nmod:poss
's	POS	9	case
house	NN	6	nmod
to	TO	13	mark
have	VB	6	xcomp
fun	NN	13	dobj
.	.	6	punct
"	"[{'docTokenBegin': 159, 'docTokenEnd': 160, 'tokenBegin': 8, 'tokenEnd': 9, 'text': 'Ellen', 'characterOffsetBegin': 750, 'characterOffsetEnd': 755, 'ner': 'PERSON'}]"	"After eating, the ladies went back to Ellen's house to have fun."	mc500.train.0_17	mc500.train.0	
"(ROOT
  (S
    (NP (PRP They))
    (VP (VBD had)
      (NP
        (NP (NNS lots))
        (PP (IN of)
          (NP (NN fun)))))
    (. .)))"	"They	PRP	2	nsubj
had	VBD	0	ROOT
lots	NNS	2	dobj
of	IN	5	case
fun	NN	3	nmod
.	.	2	punct
"	[]	They had lots of fun.	mc500.train.0_18	mc500.train.0	
"(ROOT
  (S
    (NP (PRP They))
    (VP (VBD stayed)
      (NP-TMP (DT the) (NN night))
      (SBAR (IN because)
        (S
          (NP (PRP they))
          (VP (VBD were)
            (ADJP (VBN tired))))))
    (. .)))"	"They	PRP	2	nsubj
stayed	VBD	0	ROOT
the	DT	4	det
night	NN	2	nmod:tmod
because	IN	8	mark
they	PRP	8	nsubjpass
were	VBD	8	auxpass
tired	VBN	2	advcl
.	.	2	punct
"	"[{'docTokenBegin': 175, 'docTokenEnd': 176, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'night', 'characterOffsetBegin': 815, 'characterOffsetEnd': 820, 'ner': 'TIME', 'normalizedNER': 'TNI', 'timex': {'tid': 't2', 'type': 'TIME', 'value': 'TNI'}}]"	They stayed the night because they were tired.	mc500.train.0_19	mc500.train.0	
"(ROOT
  (S
    (NP (NNP Alyssa))
    (VP (VBD was)
      (ADJP (JJ happy)
        (S
          (VP (TO to)
            (VP (VB spend)
              (NP (NN time))
              (PP (IN with)
                (NP (PRP$ her) (NNS friends)))
              (ADVP (RB again)))))))
    (. .)))"	"Alyssa	NNP	3	nsubj
was	VBD	3	cop
happy	JJ	0	ROOT
to	TO	5	mark
spend	VB	3	xcomp
time	NN	5	dobj
with	IN	9	case
her	PRP$	9	nmod:poss
friends	NNS	5	nmod
again	RB	5	advmod
.	.	3	punct
"	"[{'docTokenBegin': 181, 'docTokenEnd': 182, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Alyssa', 'characterOffsetBegin': 846, 'characterOffsetEnd': 852, 'ner': 'PERSON'}, {'docTokenBegin': 188, 'docTokenEnd': 189, 'tokenBegin': 7, 'tokenEnd': 8, 'text': 'her', 'characterOffsetBegin': 882, 'characterOffsetEnd': 885, 'ner': 'PERSON'}]"	Alyssa was happy to spend time with her friends again.	mc500.train.0_20	mc500.train.0	
"(ROOT
  (S
    (NP (NNP Kelly))
    (VP
      (VP (VBD woke)
        (PRT (RP up))
        (NP (CD one))
        (NP-TMP (NN morning)))
      (CC and)
      (VP (VBD went)
        (ADVP (IN outside))
        (PP (TO to)
          (NP (PRP$ her) (JJ back) (NN yard)))))
    (. .)))"	"Kelly	NNP	2	nsubj
woke	VBD	0	ROOT
up	RP	2	compound:prt
one	CD	5	nummod
morning	NN	2	nmod:tmod
and	CC	2	cc
went	VBD	2	conj
outside	IN	7	advmod
to	TO	12	case
her	PRP$	12	nmod:poss
back	JJ	12	amod
yard	NN	7	nmod
.	.	2	punct
"	"[{'docTokenBegin': 0, 'docTokenEnd': 1, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Kelly', 'characterOffsetBegin': 0, 'characterOffsetEnd': 5, 'ner': 'PERSON'}, {'docTokenBegin': 3, 'docTokenEnd': 4, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'one', 'characterOffsetBegin': 14, 'characterOffsetEnd': 17, 'ner': 'NUMBER', 'normalizedNER': '1.0'}, {'docTokenBegin': 4, 'docTokenEnd': 5, 'tokenBegin': 4, 'tokenEnd': 5, 'text': 'morning', 'characterOffsetBegin': 18, 'characterOffsetEnd': 25, 'ner': 'TIME', 'normalizedNER': 'TMO', 'timex': {'tid': 't1', 'type': 'TIME', 'value': 'TMO'}}, {'docTokenBegin': 9, 'docTokenEnd': 10, 'tokenBegin': 9, 'tokenEnd': 10, 'text': 'her', 'characterOffsetBegin': 46, 'characterOffsetEnd': 49, 'ner': 'PERSON'}]"	Kelly woke up one morning and went outside to her back yard.	mc500.train.18_0	mc500.train.18	
"(ROOT
  (S
    (S
      (NP (PRP She))
      (VP (VBD was)
        (PP (IN in)
          (NP (DT a) (NN hurry)))
        (SBAR (IN because)
          (S
            (NP (PRP it))
            (VP (VBD was)
              (NP
                (NP (NNP Mother) (POS 's))
                (NN Day)))))))
    (CC and)
    (S
      (NP (PRP she))
      (VP (VBD had)
        (S
          (VP (TO to)
            (VP (VB collect)
              (NP (NNS flowers))
              (SBAR (IN before)
                (S
                  (NP (PRP$ her) (NN mom))
                  (VP (VBD woke)
                    (PRT (RP up))
                    (S
                      (VP (TO to)
                        (VP (VB give)
                          (PP (TO to)
                            (NP (PRP$ her)))
                          (PP (IN as)
                            (NP (DT a) (JJ present))))))))))))))
    (. .)))"	"She	PRP	5	nsubj
was	VBD	5	cop
in	IN	5	case
a	DT	5	det
hurry	NN	0	ROOT
because	IN	11	mark
it	PRP	11	nsubj
was	VBD	11	cop
Mother	NNP	11	nmod:poss
's	POS	9	case
Day	NN	5	advcl
and	CC	11	cc
she	PRP	14	nsubj
had	VBD	11	conj
to	TO	16	mark
collect	VB	14	xcomp
flowers	NNS	16	dobj
before	IN	21	mark
her	PRP$	20	nmod:poss
mom	NN	21	nsubj
woke	VBD	16	advcl
up	RP	21	compound:prt
to	TO	24	mark
give	VB	21	xcomp
to	TO	26	case
her	PRP$	24	nmod
as	IN	29	case
a	DT	29	det
present	JJ	24	nmod
.	.	5	punct
"	"[{'docTokenBegin': 21, 'docTokenEnd': 24, 'tokenBegin': 8, 'tokenEnd': 11, 'text': ""Mother's Day"", 'characterOffsetBegin': 95, 'characterOffsetEnd': 107, 'ner': 'DATE', 'normalizedNER': 'MOTHERS_DAY', 'timex': {'tid': 't2', 'type': 'DATE', 'value': 'MOTHERS_DAY'}}, {'docTokenBegin': 41, 'docTokenEnd': 42, 'tokenBegin': 28, 'tokenEnd': 29, 'text': 'present', 'characterOffsetBegin': 182, 'characterOffsetEnd': 189, 'ner': 'DATE', 'normalizedNER': 'PRESENT_REF', 'timex': {'tid': 't3', 'type': 'DATE', 'value': 'PRESENT_REF'}}, {'docTokenBegin': 13, 'docTokenEnd': 14, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'She', 'characterOffsetBegin': 61, 'characterOffsetEnd': 64, 'ner': 'PERSON'}, {'docTokenBegin': 25, 'docTokenEnd': 26, 'tokenBegin': 12, 'tokenEnd': 13, 'text': 'she', 'characterOffsetBegin': 112, 'characterOffsetEnd': 115, 'ner': 'PERSON'}, {'docTokenBegin': 31, 'docTokenEnd': 32, 'tokenBegin': 18, 'tokenEnd': 19, 'text': 'her', 'characterOffsetBegin': 146, 'characterOffsetEnd': 149, 'ner': 'PERSON'}, {'docTokenBegin': 38, 'docTokenEnd': 39, 'tokenBegin': 25, 'tokenEnd': 26, 'text': 'her', 'characterOffsetBegin': 173, 'characterOffsetEnd': 176, 'ner': 'PERSON'}]"	She was in a hurry because it was Mother's Day and she had to collect flowers before her mom woke up to give to her as a present.	mc500.train.18_1	mc500.train.18	
"(ROOT
  (S
    (NP (PRP She))
    (VP (VBD was)
      (VP (VBG going)
        (S
          (VP (TO to)
            (VP (VB give)
              (NP (PRP$ her) (NN mom))
              (NP
                (NP (DT the) (JJS biggest) (, ,)
                  (ADJP (RBS most) (JJ beautiful))
                  (NN bunch))
                (PP (IN of)
                  (NP
                    (NP (NNS flowers))
                    (SBAR
                      (S
                        (NP (PRP$ her) (NN mother))
                        (VP (VBD had)
                          (ADVP (RB ever))
                          (VP (VBN seen)))))))))))))
    (. .)))"	"She	PRP	3	nsubj
was	VBD	3	aux
going	VBG	0	ROOT
to	TO	5	mark
give	VB	3	xcomp
her	PRP$	7	nmod:poss
mom	NN	5	iobj
the	DT	13	det
biggest	JJS	13	amod
,	,	13	punct
most	RBS	12	advmod
beautiful	JJ	13	amod
bunch	NN	5	dobj
of	IN	15	case
flowers	NNS	13	nmod
her	PRP$	17	nmod:poss
mother	NN	20	nsubj
had	VBD	20	aux
ever	RB	20	advmod
seen	VBN	13	acl:relcl
.	.	3	punct
"	"[{'docTokenBegin': 43, 'docTokenEnd': 44, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'She', 'characterOffsetBegin': 191, 'characterOffsetEnd': 194, 'ner': 'PERSON'}, {'docTokenBegin': 48, 'docTokenEnd': 49, 'tokenBegin': 5, 'tokenEnd': 6, 'text': 'her', 'characterOffsetBegin': 213, 'characterOffsetEnd': 216, 'ner': 'PERSON'}, {'docTokenBegin': 58, 'docTokenEnd': 59, 'tokenBegin': 15, 'tokenEnd': 16, 'text': 'her', 'characterOffsetBegin': 266, 'characterOffsetEnd': 269, 'ner': 'PERSON'}]"	"She was going to give her mom the biggest, most beautiful bunch of flowers her mother had ever seen."	mc500.train.18_2	mc500.train.18	
"(ROOT
  (S
    (NP (PRP She))
    (VP (VBD knew)
      (SBAR
        (WHADVP (WRB where))
        (S
          (NP (DT the) (JJS best) (NNS flowers))
          (VP (VBD were)
            (PP (IN in)
              (NP (PRP$ her) (NN yard)))))))
    (. .)))"	"She	PRP	2	nsubj
knew	VBD	0	ROOT
where	WRB	10	advmod
the	DT	6	det
best	JJS	6	amod
flowers	NNS	10	nsubj
were	VBD	10	cop
in	IN	10	case
her	PRP$	10	nmod:poss
yard	NN	2	ccomp
.	.	2	punct
"	"[{'docTokenBegin': 64, 'docTokenEnd': 65, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'She', 'characterOffsetBegin': 292, 'characterOffsetEnd': 295, 'ner': 'PERSON'}, {'docTokenBegin': 72, 'docTokenEnd': 73, 'tokenBegin': 8, 'tokenEnd': 9, 'text': 'her', 'characterOffsetBegin': 332, 'characterOffsetEnd': 335, 'ner': 'PERSON'}]"	She knew where the best flowers were in her yard.	mc500.train.18_3	mc500.train.18	
"(ROOT
  (S
    (NP (PRP She))
    (VP (VBD got)
      (NP
        (NP (DT a) (NN lot))
        (PP (IN of)
          (NP (JJ different) (VBN sized) (NNS flowers)))))
    (. .)))"	"She	PRP	2	nsubj
got	VBD	0	ROOT
a	DT	4	det
lot	NN	2	dobj
of	IN	8	case
different	JJ	8	amod
sized	VBN	8	amod
flowers	NNS	4	nmod
.	.	2	punct
"	"[{'docTokenBegin': 75, 'docTokenEnd': 76, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'She', 'characterOffsetBegin': 342, 'characterOffsetEnd': 345, 'ner': 'PERSON'}]"	She got a lot of different sized flowers.	mc500.train.18_4	mc500.train.18	
"(ROOT
  (S
    (S
      (NP (DT The) (JJ red) (NNS ones))
      (VP (VBD were)
        (ADJP (JJ big))))
    (PRN (, ,)
      (S
        (NP (DT the) (JJ orange) (NNS ones))
        (VP (VBD were)
          (ADJP (JJ small))))
      (, ,))
    (CC and)
    (S
      (NP (DT the) (JJ green) (NNS ones))
      (VP (VBD were)
        (PP (IN in)
          (NP (DT the) (NN middle)))))
    (. .)))"	"The	DT	3	det
red	JJ	3	amod
ones	NNS	5	nsubj
were	VBD	5	cop
big	JJ	0	ROOT
,	,	5	punct
the	DT	9	det
orange	JJ	9	amod
ones	NNS	11	nsubj
were	VBD	11	cop
small	JJ	5	ccomp
,	,	5	punct
and	CC	5	cc
the	DT	16	det
green	JJ	16	amod
ones	NNS	20	nsubj
were	VBD	20	cop
in	IN	20	case
the	DT	20	det
middle	NN	5	conj
.	.	5	punct
"	[]	"The red ones were big, the orange ones were small, and the green ones were in the middle."	mc500.train.18_5	mc500.train.18	
"(ROOT
  (S
    (SBAR (IN After)
      (S
        (NP (NNP Kelly))
        (VP (VBD collected)
          (NP
            (NP (DT all))
            (PP (IN of)
              (NP (DT the) (NNS flowers)))))))
    (, ,)
    (NP (PRP she))
    (VP
      (VP (VBD went)
        (ADVP (RB inside)))
      (CC and)
      (VP (VBD tied)
        (NP (PRP them))
        (PP
          (ADVP (RB together))
          (IN with)
          (NP (NN string)))))
    (. .)))"	"After	IN	3	mark
Kelly	NNP	3	nsubj
collected	VBD	10	advcl
all	DT	3	dobj
of	IN	7	case
the	DT	7	det
flowers	NNS	4	nmod
,	,	10	punct
she	PRP	10	nsubj
went	VBD	0	ROOT
inside	RB	10	advmod
and	CC	10	cc
tied	VBD	10	conj
them	PRP	13	dobj
together	RB	13	advmod
with	IN	17	case
string	NN	13	nmod
.	.	10	punct
"	"[{'docTokenBegin': 106, 'docTokenEnd': 107, 'tokenBegin': 1, 'tokenEnd': 2, 'text': 'Kelly', 'characterOffsetBegin': 480, 'characterOffsetEnd': 485, 'ner': 'PERSON'}, {'docTokenBegin': 113, 'docTokenEnd': 114, 'tokenBegin': 8, 'tokenEnd': 9, 'text': 'she', 'characterOffsetBegin': 516, 'characterOffsetEnd': 519, 'ner': 'PERSON'}]"	"After Kelly collected all of the flowers, she went inside and tied them together with string."	mc500.train.18_6	mc500.train.18	
"(ROOT
  (S
    (PP (IN After)
      (NP (DT that)))
    (, ,)
    (NP (PRP she))
    (VP (VBD had)
      (S
        (VP (TO to)
          (VP (VB hide)
            (NP (DT the) (NNS flowers))
            (PP (IN in)
              (NP (DT a) (JJ secret) (NN spot)))))))
    (. .)))"	"After	IN	2	case
that	DT	5	nmod
,	,	5	punct
she	PRP	5	nsubj
had	VBD	0	ROOT
to	TO	7	mark
hide	VB	5	xcomp
the	DT	9	det
flowers	NNS	7	dobj
in	IN	13	case
a	DT	13	det
secret	JJ	13	amod
spot	NN	7	nmod
.	.	5	punct
"	"[{'docTokenBegin': 126, 'docTokenEnd': 127, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'she', 'characterOffsetBegin': 580, 'characterOffsetEnd': 583, 'ner': 'PERSON'}]"	"After that, she had to hide the flowers in a secret spot."	mc500.train.18_7	mc500.train.18	
"(ROOT
  (S
    (NP (PRP She))
    (VP (VBD hoped)
      (NP (PRP$ her) (NN baby) (NN sister))
      (SBAR
        (S
          (NP
            (NP (NNP Morgan))
            (, ,)
            (SBAR
              (WHNP (WP who))
              (S
                (VP (VBD was)
                  (ADVP (RB still))
                  (PP (IN in)
                    (NP (NNS diapers))))))
            (, ,))
          (VP (MD would) (RB n't)
            (VP
              (VP (VB find)
                (NP (DT the) (NNS flowers)))
              (CC and)
              (VP (VB eat)
                (NP (PRP them))))))))
    (. .)))"	"She	PRP	2	nsubj
hoped	VBD	0	ROOT
her	PRP$	6	nmod:poss
baby	NN	6	compound
sister	NN	6	compound
Morgan	NNP	16	nsubj
,	,	6	punct
who	WP	12	nsubj
was	VBD	12	cop
still	RB	12	advmod
in	IN	12	case
diapers	NNS	6	acl:relcl
,	,	6	punct
would	MD	16	aux
n't	RB	16	neg
find	VB	2	ccomp
the	DT	18	det
flowers	NNS	16	dobj
and	CC	16	cc
eat	VB	16	conj
them	PRP	20	dobj
.	.	2	punct
"	"[{'docTokenBegin': 142, 'docTokenEnd': 143, 'tokenBegin': 5, 'tokenEnd': 6, 'text': 'Morgan', 'characterOffsetBegin': 652, 'characterOffsetEnd': 658, 'ner': 'PERSON'}, {'docTokenBegin': 137, 'docTokenEnd': 138, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'She', 'characterOffsetBegin': 626, 'characterOffsetEnd': 629, 'ner': 'PERSON'}, {'docTokenBegin': 139, 'docTokenEnd': 140, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'her', 'characterOffsetBegin': 636, 'characterOffsetEnd': 639, 'ner': 'PERSON'}]"	"She hoped her baby sister Morgan, who was still in diapers, wouldn't find the flowers and eat them."	mc500.train.18_8	mc500.train.18	
"(ROOT
  (S
    (S
      (NP (NNP Kelly))
      (VP (VBD was)
        (VP (VBN worried))))
    (, ,) (IN so)
    (S
      (NP (PRP she))
      (VP (VBD hid)
        (NP (PRP them))
        (PP (IN in)
          (NP
            (NP (DT a) (JJ new) (NN spot))
            (SBAR
              (WHNP (WDT that))
              (S
                (VP (VBD was)
                  (ADVP (RB up) (JJR higher)))))))))
    (. .)))"	"Kelly	NNP	3	nsubjpass
was	VBD	3	auxpass
worried	VBN	0	ROOT
,	,	3	punct
so	IN	3	dep
she	PRP	7	nsubj
hid	VBD	3	parataxis
them	PRP	7	dobj
in	IN	12	case
a	DT	12	det
new	JJ	12	amod
spot	NN	7	nmod
that	WDT	16	nsubj
was	VBD	16	cop
up	RB	16	advmod
higher	JJR	12	acl:relcl
.	.	3	punct
"	"[{'docTokenBegin': 159, 'docTokenEnd': 160, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Kelly', 'characterOffsetBegin': 726, 'characterOffsetEnd': 731, 'ner': 'PERSON'}, {'docTokenBegin': 164, 'docTokenEnd': 165, 'tokenBegin': 5, 'tokenEnd': 6, 'text': 'she', 'characterOffsetBegin': 748, 'characterOffsetEnd': 751, 'ner': 'PERSON'}]"	"Kelly was worried, so she hid them in a new spot that was up higher."	mc500.train.18_9	mc500.train.18	
"(ROOT
  (S
    (ADVP (RB Finally))
    (, ,)
    (S
      (NP (PRP$ her) (NN mother))
      (VP (VBD woke)
        (PRT (RP up))
        (PP (IN at)
          (NP
            (NP (CD 8:30))
            (NP (NNP AM))))))
    (, ,)
    (CC and)
    (S
      (NP (NNP Kelly))
      (VP (VBD was)
        (VP (VBN excited))))
    (. !)))"	"Finally	RB	5	advmod
,	,	5	punct
her	PRP$	4	nmod:poss
mother	NN	5	nsubj
woke	VBD	0	ROOT
up	RP	5	compound:prt
at	IN	9	case
8:30	CD	9	nummod
AM	NNP	5	nmod
,	,	5	punct
and	CC	5	cc
Kelly	NNP	14	nsubjpass
was	VBD	14	auxpass
excited	VBN	5	conj
!	.	5	punct
"	"[{'docTokenBegin': 183, 'docTokenEnd': 185, 'tokenBegin': 7, 'tokenEnd': 9, 'text': '8:30 AM', 'characterOffsetBegin': 826, 'characterOffsetEnd': 833, 'ner': 'TIME', 'normalizedNER': 'T08:30', 'timex': {'tid': 't4', 'type': 'TIME', 'value': 'T08:30'}}, {'docTokenBegin': 187, 'docTokenEnd': 188, 'tokenBegin': 11, 'tokenEnd': 12, 'text': 'Kelly', 'characterOffsetBegin': 839, 'characterOffsetEnd': 844, 'ner': 'PERSON'}, {'docTokenBegin': 178, 'docTokenEnd': 179, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'her', 'characterOffsetBegin': 804, 'characterOffsetEnd': 807, 'ner': 'PERSON'}]"	"Finally, her mother woke up at 8:30 AM, and Kelly was excited!"	mc500.train.18_10	mc500.train.18	
"(ROOT
  (S
    (NP (NNP Kelly))
    (VP (VBD gave)
      (NP (PRP$ her) (NN mother))
      (NP (DT the) (NNS flowers)))
    (. .)))"	"Kelly	NNP	2	nsubj
gave	VBD	0	ROOT
her	PRP$	4	nmod:poss
mother	NN	2	dobj
the	DT	6	det
flowers	NNS	2	dobj
.	.	2	punct
"	"[{'docTokenBegin': 191, 'docTokenEnd': 192, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Kelly', 'characterOffsetBegin': 858, 'characterOffsetEnd': 863, 'ner': 'PERSON'}, {'docTokenBegin': 193, 'docTokenEnd': 194, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'her', 'characterOffsetBegin': 869, 'characterOffsetEnd': 872, 'ner': 'PERSON'}]"	Kelly gave her mother the flowers.	mc500.train.18_11	mc500.train.18	
"(ROOT
  (S
    (NP
      (NP (PRP$ Her) (NN mother) (POS 's))
      (NN favorite))
    (VP (VBD was)
      (NP (DT the) (JJ red) (CD one)))
    (. .)))"	"Her	PRP$	2	nmod:poss
mother	NN	4	nmod:poss
's	POS	2	case
favorite	NN	8	nsubj
was	VBD	8	cop
the	DT	8	det
red	JJ	8	amod
one	CD	0	ROOT
.	.	8	punct
"	"[{'docTokenBegin': 205, 'docTokenEnd': 206, 'tokenBegin': 7, 'tokenEnd': 8, 'text': 'one', 'characterOffsetBegin': 927, 'characterOffsetEnd': 930, 'ner': 'NUMBER', 'normalizedNER': '1.0'}, {'docTokenBegin': 198, 'docTokenEnd': 199, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Her', 'characterOffsetBegin': 893, 'characterOffsetEnd': 896, 'ner': 'PERSON'}]"	Her mother's favorite was the red one.	mc500.train.18_12	mc500.train.18	
"(ROOT
  (S
    (S
      (NP (PRP It))
      (VP (VBD was)
        (NP-TMP (NNP Saturday) (NN afternoon))))
    (CC and)
    (S
      (NP (NNP Andrew))
      (VP (VBD was)
        (ADJP (VBN bored))))
    (. .)))"	"It	PRP	4	nsubj
was	VBD	4	cop
Saturday	NNP	4	compound
afternoon	NN	0	ROOT
and	CC	4	cc
Andrew	NNP	8	nsubjpass
was	VBD	8	auxpass
bored	VBN	4	conj
.	.	4	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Saturday', 'characterOffsetBegin': 7, 'characterOffsetEnd': 15, 'ner': 'DATE', 'normalizedNER': 'XXXX-WXX-6TAF', 'timex': {'tid': 't1', 'type': 'TIME', 'value': 'XXXX-WXX-6TAF'}}, {'docTokenBegin': 3, 'docTokenEnd': 4, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'afternoon', 'characterOffsetBegin': 16, 'characterOffsetEnd': 25, 'ner': 'TIME', 'normalizedNER': 'XXXX-WXX-6TAF', 'timex': {'tid': 't1', 'type': 'TIME', 'value': 'XXXX-WXX-6TAF'}}, {'docTokenBegin': 5, 'docTokenEnd': 6, 'tokenBegin': 5, 'tokenEnd': 6, 'text': 'Andrew', 'characterOffsetBegin': 30, 'characterOffsetEnd': 36, 'ner': 'PERSON'}]"	It was Saturday afternoon and Andrew was bored.	mc500.train.23_0	mc500.train.23	
"(ROOT
  (S
    (NP (PRP He))
    (VP (VBD had)
      (VP (VBN been)
        (VP (VBG watching)
          (NP
            (NP (NN TV))
            (NP (DT all) (NN day))))))
    (. .)))"	"He	PRP	4	nsubj
had	VBD	4	aux
been	VBN	4	aux
watching	VBG	0	ROOT
TV	NN	4	dobj
all	DT	7	det
day	NN	4	nmod:tmod
.	.	4	punct
"	"[{'docTokenBegin': 15, 'docTokenEnd': 16, 'tokenBegin': 6, 'tokenEnd': 7, 'text': 'day', 'characterOffsetBegin': 76, 'characterOffsetEnd': 79, 'ner': 'DURATION', 'normalizedNER': 'P1D', 'timex': {'tid': 't2', 'type': 'DURATION', 'value': 'P1D'}}, {'docTokenBegin': 9, 'docTokenEnd': 10, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'He', 'characterOffsetBegin': 48, 'characterOffsetEnd': 50, 'ner': 'PERSON'}]"	He had been watching TV all day.	mc500.train.23_1	mc500.train.23	
"(ROOT
  (S
    (NP (PRP He))
    (VP (VBD told)
      (NP (PRP$ his) (NN dad))
      (, ,) (`` ``)
      (S
        (NP (EX There))
        (VP (VBZ 's)
          (NP (NN nothing)
            (S
              (VP (TO to)
                (VP (VB do))))))))
    (. !) ('' '')))"	"He	PRP	2	nsubj
told	VBD	0	ROOT
his	PRP$	4	nmod:poss
dad	NN	2	dobj
,	,	2	punct
``	``	2	punct
There	EX	8	expl
's	VBZ	2	ccomp
nothing	NN	8	nsubj
to	TO	11	mark
do	VB	9	acl
!	.	2	punct
''	''	2	punct
"	"[{'docTokenBegin': 17, 'docTokenEnd': 18, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'He', 'characterOffsetBegin': 81, 'characterOffsetEnd': 83, 'ner': 'PERSON'}, {'docTokenBegin': 19, 'docTokenEnd': 20, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'his', 'characterOffsetBegin': 89, 'characterOffsetEnd': 92, 'ner': 'PERSON'}]"	"He told his dad, ""There's nothing to do!"""	mc500.train.23_2	mc500.train.23	
"(ROOT
  (S
    (NP
      (NP (NNP Andrew) (POS 's))
      (NN dad))
    (VP (VBD said) (, ,) (`` ``)
      (S
        (NP (PRP I))
        (VP (VBP think)
          (SBAR
            (S
              (NP (DT the) (NN newspaper))
              (VP (VBZ is)
                (ADVP (RB here))))))))
    (. .)))"	"Andrew	NNP	3	nmod:poss
's	POS	1	case
dad	NN	4	nsubj
said	VBD	0	ROOT
,	,	4	punct
``	``	4	punct
I	PRP	8	nsubj
think	VBP	4	ccomp
the	DT	10	det
newspaper	NN	11	nsubj
is	VBZ	8	ccomp
here	RB	11	advmod
.	.	4	punct
"	"[{'docTokenBegin': 30, 'docTokenEnd': 31, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Andrew', 'characterOffsetBegin': 123, 'characterOffsetEnd': 129, 'ner': 'PERSON'}]"	"Andrew's dad said, ""I think the newspaper is here."	mc500.train.23_3	mc500.train.23	
"(ROOT
  (S
    (ADVP (RB Maybe))
    (NP (PRP we))
    (VP (MD can)
      (VP (VB find)
        (NP
          (NP (DT an) (NN idea))
          (PP (IN in)
            (NP (DT the) (NN newspaper))))))
    (. .) ('' '')))"	"Maybe	RB	4	advmod
we	PRP	4	nsubj
can	MD	4	aux
find	VB	0	ROOT
an	DT	6	det
idea	NN	4	dobj
in	IN	9	case
the	DT	9	det
newspaper	NN	6	nmod
.	.	4	punct
''	''	4	punct
"	[]	"Maybe we can find an idea in the newspaper."""	mc500.train.23_4	mc500.train.23	
"(ROOT
  (S
    (NP (NNP Andrew))
    (VP
      (VP (VBD looked)
        (PP (IN outside)
          (NP (DT the) (NN window))))
      (CC and)
      (VP (VBD saw)
        (NP (DT the) (NN newspaper))
        (PP (IN by)
          (NP (DT the) (NN door)))))
    (. .)))"	"Andrew	NNP	2	nsubj
looked	VBD	0	ROOT
outside	IN	5	case
the	DT	5	det
window	NN	2	nmod
and	CC	2	cc
saw	VBD	2	conj
the	DT	9	det
newspaper	NN	7	dobj
by	IN	12	case
the	DT	12	det
door	NN	7	nmod
.	.	2	punct
"	"[{'docTokenBegin': 54, 'docTokenEnd': 55, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Andrew', 'characterOffsetBegin': 219, 'characterOffsetEnd': 225, 'ner': 'PERSON'}]"	Andrew looked outside the window and saw the newspaper by the door.	mc500.train.23_5	mc500.train.23	
