sentence	sentenceid	storyid	storytitle	ner
Her evident distress caused the sly Fox much amusement.	fables-04_2	fables-04	The Fox and the Stork	"[{'docTokenBegin': 48, 'docTokenEnd': 49, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Her', 'characterOffsetBegin': 216, 'characterOffsetEnd': 219, 'ner': 'PERSON'}]"
"But not long after the Stork invited him in turn, and set before him a pitcher with a long and narrow neck, into which she could get her bill with ease."	fables-04_3	fables-04	The Fox and the Stork	"[{'docTokenBegin': 63, 'docTokenEnd': 64, 'tokenBegin': 5, 'tokenEnd': 6, 'text': 'Stork', 'characterOffsetBegin': 295, 'characterOffsetEnd': 300, 'ner': 'ORGANIZATION'}, {'docTokenBegin': 74, 'docTokenEnd': 75, 'tokenBegin': 16, 'tokenEnd': 17, 'text': 'pitcher', 'characterOffsetBegin': 343, 'characterOffsetEnd': 350, 'ner': 'TITLE'}, {'docTokenBegin': 65, 'docTokenEnd': 66, 'tokenBegin': 7, 'tokenEnd': 8, 'text': 'him', 'characterOffsetBegin': 309, 'characterOffsetEnd': 312, 'ner': 'PERSON'}, {'docTokenBegin': 72, 'docTokenEnd': 73, 'tokenBegin': 14, 'tokenEnd': 15, 'text': 'him', 'characterOffsetBegin': 337, 'characterOffsetEnd': 340, 'ner': 'PERSON'}, {'docTokenBegin': 84, 'docTokenEnd': 85, 'tokenBegin': 26, 'tokenEnd': 27, 'text': 'she', 'characterOffsetBegin': 391, 'characterOffsetEnd': 394, 'ner': 'PERSON'}, {'docTokenBegin': 87, 'docTokenEnd': 88, 'tokenBegin': 29, 'tokenEnd': 30, 'text': 'her', 'characterOffsetBegin': 405, 'characterOffsetEnd': 408, 'ner': 'PERSON'}]"
"Thus, while she enjoyed her dinner, the Fox sat by hungry and helpless, for it was impossible for him to reach the tempting contents of the vessel."	fables-04_4	fables-04	The Fox and the Stork	"[{'docTokenBegin': 101, 'docTokenEnd': 102, 'tokenBegin': 9, 'tokenEnd': 10, 'text': 'Fox', 'characterOffsetBegin': 465, 'characterOffsetEnd': 468, 'ner': 'PERSON'}, {'docTokenBegin': 95, 'docTokenEnd': 96, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'she', 'characterOffsetBegin': 437, 'characterOffsetEnd': 440, 'ner': 'PERSON'}, {'docTokenBegin': 97, 'docTokenEnd': 98, 'tokenBegin': 5, 'tokenEnd': 6, 'text': 'her', 'characterOffsetBegin': 449, 'characterOffsetEnd': 452, 'ner': 'PERSON'}, {'docTokenBegin': 113, 'docTokenEnd': 114, 'tokenBegin': 21, 'tokenEnd': 22, 'text': 'him', 'characterOffsetBegin': 523, 'characterOffsetEnd': 526, 'ner': 'PERSON'}]"
"A Farmer was greatly annoyed by a Fox, which came prowling about his yard at night and carried off his fowls."	fables-05_0	fables-05	The Farmer and the Fox	"[{'docTokenBegin': 1, 'docTokenEnd': 2, 'tokenBegin': 1, 'tokenEnd': 2, 'text': 'Farmer', 'characterOffsetBegin': 2, 'characterOffsetEnd': 8, 'ner': 'TITLE'}, {'docTokenBegin': 7, 'docTokenEnd': 8, 'tokenBegin': 7, 'tokenEnd': 8, 'text': 'Fox', 'characterOffsetBegin': 34, 'characterOffsetEnd': 37, 'ner': 'PERSON'}, {'docTokenBegin': 16, 'docTokenEnd': 17, 'tokenBegin': 16, 'tokenEnd': 17, 'text': 'night', 'characterOffsetBegin': 77, 'characterOffsetEnd': 82, 'ner': 'TIME', 'normalizedNER': 'TNI', 'timex': {'tid': 't1', 'type': 'TIME', 'value': 'TNI'}}, {'docTokenBegin': 13, 'docTokenEnd': 14, 'tokenBegin': 13, 'tokenEnd': 14, 'text': 'his', 'characterOffsetBegin': 65, 'characterOffsetEnd': 68, 'ner': 'PERSON'}, {'docTokenBegin': 20, 'docTokenEnd': 21, 'tokenBegin': 20, 'tokenEnd': 21, 'text': 'his', 'characterOffsetBegin': 99, 'characterOffsetEnd': 102, 'ner': 'PERSON'}]"
"So he set a trap for him and caught him; and in order to be revenged upon him, he tied a bunch of tow to his tail and set fire to it and let him go."	fables-05_1	fables-05	The Farmer and the Fox	"[{'docTokenBegin': 54, 'docTokenEnd': 55, 'tokenBegin': 31, 'tokenEnd': 32, 'text': 'fire', 'characterOffsetBegin': 232, 'characterOffsetEnd': 236, 'ner': 'CAUSE_OF_DEATH'}, {'docTokenBegin': 24, 'docTokenEnd': 25, 'tokenBegin': 1, 'tokenEnd': 2, 'text': 'he', 'characterOffsetBegin': 113, 'characterOffsetEnd': 115, 'ner': 'PERSON'}, {'docTokenBegin': 29, 'docTokenEnd': 30, 'tokenBegin': 6, 'tokenEnd': 7, 'text': 'him', 'characterOffsetBegin': 131, 'characterOffsetEnd': 134, 'ner': 'PERSON'}, {'docTokenBegin': 32, 'docTokenEnd': 33, 'tokenBegin': 9, 'tokenEnd': 10, 'text': 'him', 'characterOffsetBegin': 146, 'characterOffsetEnd': 149, 'ner': 'PERSON'}, {'docTokenBegin': 41, 'docTokenEnd': 42, 'tokenBegin': 18, 'tokenEnd': 19, 'text': 'him', 'characterOffsetBegin': 184, 'characterOffsetEnd': 187, 'ner': 'PERSON'}, {'docTokenBegin': 43, 'docTokenEnd': 44, 'tokenBegin': 20, 'tokenEnd': 21, 'text': 'he', 'characterOffsetBegin': 189, 'characterOffsetEnd': 191, 'ner': 'PERSON'}, {'docTokenBegin': 50, 'docTokenEnd': 51, 'tokenBegin': 27, 'tokenEnd': 28, 'text': 'his', 'characterOffsetBegin': 215, 'characterOffsetEnd': 218, 'ner': 'PERSON'}, {'docTokenBegin': 59, 'docTokenEnd': 60, 'tokenBegin': 36, 'tokenEnd': 37, 'text': 'him', 'characterOffsetBegin': 251, 'characterOffsetEnd': 254, 'ner': 'PERSON'}]"
"As ill-luck would have it, however, the Fox made straight for the fields where the corn was standing ripe and ready for cutting."	fables-05_2	fables-05	The Farmer and the Fox	"[{'docTokenBegin': 71, 'docTokenEnd': 72, 'tokenBegin': 9, 'tokenEnd': 10, 'text': 'Fox', 'characterOffsetBegin': 299, 'characterOffsetEnd': 302, 'ner': 'PERSON'}]"
"It quickly caught fire and was all burnt up, and the Farmer lost all his harvest."	fables-05_3	fables-05	The Farmer and the Fox	"[{'docTokenBegin': 91, 'docTokenEnd': 92, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'fire', 'characterOffsetBegin': 406, 'characterOffsetEnd': 410, 'ner': 'CAUSE_OF_DEATH'}, {'docTokenBegin': 100, 'docTokenEnd': 101, 'tokenBegin': 12, 'tokenEnd': 13, 'text': 'Farmer', 'characterOffsetBegin': 441, 'characterOffsetEnd': 447, 'ner': 'TITLE'}, {'docTokenBegin': 103, 'docTokenEnd': 104, 'tokenBegin': 15, 'tokenEnd': 16, 'text': 'his', 'characterOffsetBegin': 457, 'characterOffsetEnd': 460, 'ner': 'PERSON'}]"
An Eagle swooped down upon a Serpent and seized it in his talons with the intention of carrying it off and devouring it.	fables-03_0	fables-03	The Eagle and the Serpent	"[{'docTokenBegin': 11, 'docTokenEnd': 12, 'tokenBegin': 11, 'tokenEnd': 12, 'text': 'his', 'characterOffsetBegin': 54, 'characterOffsetEnd': 57, 'ner': 'PERSON'}]"
But the Serpent was too quick for him and had its coils round him in a moment; and then there ensued a life-and-death struggle between the two.	fables-03_1	fables-03	The Eagle and the Serpent	"[{'docTokenBegin': 51, 'docTokenEnd': 52, 'tokenBegin': 27, 'tokenEnd': 28, 'text': 'two', 'characterOffsetBegin': 260, 'characterOffsetEnd': 263, 'ner': 'NUMBER', 'normalizedNER': '2.0'}, {'docTokenBegin': 31, 'docTokenEnd': 32, 'tokenBegin': 7, 'tokenEnd': 8, 'text': 'him', 'characterOffsetBegin': 155, 'characterOffsetEnd': 158, 'ner': 'PERSON'}, {'docTokenBegin': 37, 'docTokenEnd': 38, 'tokenBegin': 13, 'tokenEnd': 14, 'text': 'him', 'characterOffsetBegin': 183, 'characterOffsetEnd': 186, 'ner': 'PERSON'}]"
"A countryman, who was a witness of the encounter, came to the assistance of the Eagle, and succeeded in freeing him from the Serpent and enabling him to escape."	fables-03_2	fables-03	The Eagle and the Serpent	"[{'docTokenBegin': 70, 'docTokenEnd': 71, 'tokenBegin': 17, 'tokenEnd': 18, 'text': 'Eagle', 'characterOffsetBegin': 345, 'characterOffsetEnd': 350, 'ner': 'ORGANIZATION'}, {'docTokenBegin': 76, 'docTokenEnd': 77, 'tokenBegin': 23, 'tokenEnd': 24, 'text': 'him', 'characterOffsetBegin': 377, 'characterOffsetEnd': 380, 'ner': 'PERSON'}, {'docTokenBegin': 82, 'docTokenEnd': 83, 'tokenBegin': 29, 'tokenEnd': 30, 'text': 'him', 'characterOffsetBegin': 411, 'characterOffsetEnd': 414, 'ner': 'PERSON'}]"
In revenge the Serpent spat some of his poison into the man's drinking-horn.	fables-03_3	fables-03	The Eagle and the Serpent	"[{'docTokenBegin': 94, 'docTokenEnd': 95, 'tokenBegin': 8, 'tokenEnd': 9, 'text': 'poison', 'characterOffsetBegin': 466, 'characterOffsetEnd': 472, 'ner': 'CAUSE_OF_DEATH'}, {'docTokenBegin': 93, 'docTokenEnd': 94, 'tokenBegin': 7, 'tokenEnd': 8, 'text': 'his', 'characterOffsetBegin': 462, 'characterOffsetEnd': 465, 'ner': 'PERSON'}]"
"Heated with his exertions, the man was about to slake his thirst with a draught from the horn, when the Eagle knocked it out of his hand, and spilled its contents upon the ground."	fables-03_4	fables-03	The Eagle and the Serpent	"[{'docTokenBegin': 123, 'docTokenEnd': 124, 'tokenBegin': 22, 'tokenEnd': 23, 'text': 'Eagle', 'characterOffsetBegin': 607, 'characterOffsetEnd': 612, 'ner': 'ORGANIZATION'}, {'docTokenBegin': 103, 'docTokenEnd': 104, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'his', 'characterOffsetBegin': 515, 'characterOffsetEnd': 518, 'ner': 'PERSON'}, {'docTokenBegin': 112, 'docTokenEnd': 113, 'tokenBegin': 11, 'tokenEnd': 12, 'text': 'his', 'characterOffsetBegin': 557, 'characterOffsetEnd': 560, 'ner': 'PERSON'}, {'docTokenBegin': 128, 'docTokenEnd': 129, 'tokenBegin': 27, 'tokenEnd': 28, 'text': 'his', 'characterOffsetBegin': 631, 'characterOffsetEnd': 634, 'ner': 'PERSON'}]"
